date,price
2026-03-24 00:00:00,70892.82823994374
2026-03-25 00:00:00,70524.51175942823
2026-03-26 00:00:00,71309.26403856269
2026-03-27 00:00:00,68791.11093800364
2026-03-28 00:00:00,66321.016242762
2026-03-29 00:00:00,66321.06539994745
2026-03-30 00:00:00,65970.42899513361
2026-03-30 13:48:51,67717.4374085033
